,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,Alex J. Rouhandeh,Mexico Blames U.S. for Flow of Illegal Weapons Into Hands of Criminal Organizations,"Seven out of 10 guns in Mexico can be traced back to the United States, says the U.S. Bureau of Alcohol, Tobacco, Firearms and Explosives.",https://www.newsweek.com/mexico-blames-us-flow-illegal-weapons-hands-criminal-organizations-1646432,https://d.newsweek.com/en/full/1927187/mexican-marines-escort-five-alleged-drug.jpg,2021-11-05T16:33:05Z,"Mexico has seen a record rate of illegal guns crossing its border from the United States, Border Report says, and officials believe these guns are contributing to the country's high number of homicid… [+2625 chars]",newsweek,Newsweek
1,Tom Fish,"Matt Gaetz, Lauren Boebert Joke About Blowing Up Capitol Metal Detectors",Republican Reps. Gaetz and Boebert joked about using explosives on the security devices at the Capitol which were installed after the January 6 riot.,https://www.newsweek.com/matt-gaetz-lauren-boebert-blow-capitol-metal-detectors-anthony-sabatini-1644367,https://d.newsweek.com/en/full/1923280/capitol-metal-detectors.jpg,2021-11-01T09:50:05Z,"Matt Gaetz said at a colleague's campaign rally that he wanted to ""blow 'em up,"" referring to metal detectors at the Capitol building in Washington, D.C.
The remark by the Republican representative … [+3153 chars]",newsweek,Newsweek
2,Zoe Strozewski,"U.S. to Launch Effort to Combat Suicide By Gun, Including New Regulations for Sellers",The plan would look to improve awareness and training for responders while imposing new regulations to increase the availability of gun storage products.,https://www.newsweek.com/us-launch-effort-combat-suicide-gun-including-new-regulations-sellers-1645056,https://d.newsweek.com/en/full/1924487/biden-administration-initiative.jpg,2021-11-02T16:03:35Z,"The Biden administration is expected to announce a new initiative Tuesday to help curb suicide deaths by gun and a rise in suicides among military members and veterans, the Associated Press reported.… [+3608 chars]",newsweek,Newsweek
3,Zoe Strozewski,Attorney General Pressed to Fire Federal Prisons Director Amid Misconduct Allegations,"The federal prison system has faced COVID-19 outbreaks, deaths, dozens of inmate escapes within the past two years as well as staff shortages.",https://www.newsweek.com/attorney-general-pressed-fire-federal-prisons-director-amid-misconduct-allegations-1649789,https://d.newsweek.com/en/full/1933337/durbin-calls-carvajals-firing.jpg,2021-11-16T16:41:02Z,Senator Dick Durbin on Tuesday called on Attorney General Merrick Garland to immediately fire the Federal Bureau of Prisons (BOP) director as the agency contends with serious misconduct allegations r… [+3704 chars],newsweek,Newsweek
4,Matthew Impelli,Video Shows Deli Worker Narrowly Escaping Molotov Cocktail,The suspect attempted to throw a second incendiary device but was stopped by a person standing outside the business.,https://www.newsweek.com/video-shows-deli-worker-narrowly-escaping-molotov-cocktail-1644641,https://d.newsweek.com/en/full/1923735/fdny.jpg,2021-11-01T17:53:38Z,"A new video captured the moment a deli worker in Brooklyn, New York escaped a molotov cocktail attack inside the deli.
The video, which was posted to Facebook by the New York City Fire Department (F… [+2769 chars]",newsweek,Newsweek
5,Lora Korpar,Former French President Testifies Because He 'Owes It' to Survivors of Paris Terror Attacks,"Former French President François Hollande, who was present during one of the attacks in Paris on November 13, 2015, testifies in the trial of 14 men involved.",https://www.newsweek.com/former-french-president-testifies-because-he-owes-it-survivors-paris-terror-attacks-1648129,https://d.newsweek.com/en/full/1930338/francios-hollande-paris-attacks-trial.jpg,2021-11-10T22:04:15Z,"Former French president François Hollande testified Wednesday in the trial of 14 men charged with carrying out the November 13, 2015, Islamic State attacks on Paris.
Hollande was at France's nationa… [+4622 chars]",newsweek,Newsweek
6,"Tom O'Connor, Naveed Jamali",Could the Next 9/11 Be Caused By Drones?,"""If you had a couple of small UAS and you flew into a crowded stadium, that could cause a lot of damage and it's a scenario that could potentially be in play,"" a U.S. military official told Newsweek.",https://www.newsweek.com/could-next-9-11-caused-drones-1647249,https://d.newsweek.com/en/full/1928762/iraqi-drone-carrying-grenades-fight-isis.jpg,2021-11-09T12:42:31Z,"Twenty years after the worst attack to ever occur on U.S. soil, it's not just large, populated passenger planes that keep officials and experts up at night, but also the threat of smaller, readily av… [+15946 chars]",newsweek,Newsweek
7,Tom O'Connor,"Iran Fires Missiles, Torpedoes, Drones in War Games After U.S. Weapons Test in Persian Gulf","Major General Gholam-Ali Rashid said Iranian forces ""will crush any threat posed by any arrogant and aggressive power, at any level, and originating from any territory.""",https://www.newsweek.com/iran-fires-missiles-torpedoes-drones-war-games-after-us-weapons-test-persian-gulf-1647118,https://d.newsweek.com/en/full/1928377/iran-surface-air-missile-war-games.jpg,2021-11-08T20:35:50Z,"Iran has launched a comprehensive set of war games spanning all units of the Islamic Republic, conducting drills that included the launching of missiles, torpedoes and drones in a bid to deter any po… [+7345 chars]",newsweek,Newsweek
8,Tom O'Connor,Iraq Resistance Warns It's Ready to Expel U.S. by Force at End of Year,"The Iraqi Resistance Coordination Commission said it ""did not believe in the seriousness of the occupation and its commitment"" to withdrawing combat troops.",https://www.newsweek.com/iraq-resistance-warns-its-ready-expel-us-force-end-year-1651523,https://d.newsweek.com/en/full/1936869/iraq-popular-mobilization-forces-protest.jpg,2021-11-19T23:27:14Z,A group of Iraqi militias has issued a warning that they were prepared to take up arms against the U.S. military presence in Iraq if U.S. troops stayed in the country past the upcoming year's end dea… [+7215 chars],newsweek,Newsweek
