,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,"Nathaniel Janowitz, Deborah Bonello","Grenades, Guns, and Dynamite: Ecuador Prison Gangs Keep Killing Each Other",The latest gang massacre brings the death toll in Ecuador's prisons to more than 300 this year.,https://www.vice.com/en/article/z3nvjx/grenades-guns-and-dynamite-ecuador-prison-gangs-keep-killing-each-other,https://video-images.vice.com/articles/6192909ea2346a009b6e182a/lede/1636997284018-ap21318606679573.jpeg?image-resize-opts=Y3JvcD0xeHc6MC43NDl4aDsweHcsMC4wMTUxeGgmcmVzaXplPTEyMDA6KiZyZXNpemU9MTIwMDoq,2021-11-15T17:29:19Z,"Another massacre in a notorious prison in Ecuador over the weekend left at least 68 inmates dead and 25 wounded. 
The latest riot is connected to an ongoing war between prison gangs that has led to … [+3122 chars]",vice-news,Vice News
1,"Samantha Cole, Emanuel Maiberg, Jason Koebler",Family Finds Dead Grandfather Being Dissected at an ‘Oddities’ Event,The man’s body was found being autopsied live in a Marriott ballroom where people paid up to $500 to watch.,https://www.vice.com/en/article/pkpy4g/family-finds-dead-grandfather-being-dissected-at-an-oddities-event,https://video-images.vice.com/articles/6182ba84e255d7009496efc5/lede/1635957542755-gettyimages-1009504320-1.jpeg?image-resize-opts=Y3JvcD0xeHc6MC44NDN4aDsweHcsMC4xNTYzeGgmcmVzaXplPTEyMDA6KiZyZXNpemU9MTIwMDoq,2021-11-03T17:18:19Z,"A family who thought their grandfather’s body would be donated to science learned that he ended up as a sideshow for an “oddities” event, dissected in front of a paying public audience in the middle … [+4966 chars]",vice-news,Vice News
2,"Patrick Klepek, Emanuel Maiberg","‘Halo Infinite’ Promises an Open World, But So Far, It’s Mostly Big Halo","Fortunately for 'Halo Infinite,' the new wrinkles in combat are pretty dang fun, meaning Big Halo is, too.",https://www.vice.com/en/article/4awv4p/halo-infinite-promises-an-open-world-but-so-far-its-mostly-big-halo,https://video-images.vice.com/articles/6196c66d5a7b1d009439c8e9/lede/1637271496768-hicampaignwarthog4k-b68408218db34ea496717d440953ba37.png?image-resize-opts=Y3JvcD0xeHc6MXhoO2NlbnRlcixjZW50ZXImcmVzaXplPTEyMDA6KiZyZXNpemU9MTIwMDoq,2021-11-19T08:00:00Z,"Scattered throughout Halo Infinite are a series of outposts, military installations controlled by the Banished, the villainous faction driving this latest galactic threat in Halo Infinite. Because mu… [+6675 chars]",vice-news,Vice News
3,"Keegan Hamilton, Michael Learmonth",How the 'Craigslist of Guns' Helps Arm Cartels in Mexico,Investigators traced guns found in the border city of Reynosa back to Americans who used the website Armslist.,https://www.vice.com/en/article/5dgzw8/armslist-helps-arm-cartels-mexico,https://video-images.vice.com/articles/618079d4e255d7009495b55b/lede/1635809859844-10252021craiglistofgunscvv3.jpeg?image-resize-opts=Y3JvcD0xeHc6MXhoO2NlbnRlcixjZW50ZXImcmVzaXplPTEyMDA6KiZyZXNpemU9MTIwMDoq,2021-11-02T12:36:38Z,"Jorge Luis Villarreal spent 14 years roughnecking in the Texas oil fields, but when the pandemic hit in early 2020, the 41-year-old found himself laid off and struggling to support his family. Trying… [+15420 chars]",vice-news,Vice News
4,"Paul Dean, Rob Zacny",'UBOAT' Recasts the Sub Sim as a Roguelike Management Game,Das Mannschaft.,https://www.vice.com/en/article/g5qp77/uboat-recasts-the-sub-sim-as-a-roguelike-management-game,https://video-images.vice.com/articles/6183f9006acb8e009aa1954c/lede/1636039072615-uboat-crewmen.jpeg?image-resize-opts=Y3JvcD0xeHc6MXhoO2NlbnRlcixjZW50ZXImcmVzaXplPTEyMDA6KiZyZXNpemU9MTIwMDoq,2021-11-05T14:05:08Z,"From their very first combat deployment in the American War of Independence, when the tiny Turtle tried and failed to attach explosives to the hulls of British warships, submarine warfare has always … [+12695 chars]",vice-news,Vice News
