,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,ABC News,"Explosions tear through Serbian munitions factory, killing two and injuring 16",The blasts reportedly shattered windows in nearby homes and could be heard in the centre of the Serbian capital 15 kilometres away.,https://www.abc.net.au/news/2021-11-24/serbian-munitions-factory-explosion-kills-workers-destroys-plant/100645410,https://live-production.wcms.abc-cdn.net.au/471392685912b500e5d4de402d8bb32f?impolicy=wcms_crop_resize&cropH=751&cropW=1335&xPos=0&yPos=871&width=862&height=485,2021-11-23T19:31:43Z,"A series of explosions has ripped through a munitions factory on the outskirts of Belgrade, killing at least two workers and injuring at least 16.
<ul><li>Hundreds of rockets and 30 kilograms of exp… [+1508 chars]",abc-news-au,ABC News (AU)
1,Ben Millington,Orica's Newcastle plant to slash emissions with new technology,One of NSW's biggest industrial polluters is set to slash its greenhouse gas emissions by half with a $37 million investment in new technology.,https://www.abc.net.au/news/2021-11-09/newcastle-orica-emissions-technology-announced/100605284,https://live-production.wcms.abc-cdn.net.au/55e1a1740c89c021f4a3efbd0892c2a0?impolicy=wcms_crop_resize&cropH=1134&cropW=2016&xPos=0&yPos=0&width=862&height=485,2021-11-09T03:03:26Z,"One of NSW's biggest industrial polluters is set to slash its greenhouse gas emissions by half with a $37 million investment in new technology.
Key points:
<ul><li>Orica's Newcastle plant will cut … [+3637 chars]",abc-news-au,ABC News (AU)
2,ABC News,'Miracle I'm still alive': Taxi driver speaks following hospital terror blast,"Taxi driver David Perry says he has been ""overwhelmed"" by the public's generosity as he recovers from a terrorism incident in the English city of Liverpool a week ago.",https://www.abc.net.au/news/2021-11-22/liverpool-taxi-driver-speaks-following-blast/100638608,https://live-production.wcms.abc-cdn.net.au/551255aacf6f5b307d62ff8d575199d6?impolicy=wcms_crop_resize&cropH=2097&cropW=3728&xPos=0&yPos=931&width=862&height=485,2021-11-21T20:26:18Z,"A taxi driver who was injured when his passenger's homemade bomb exploded in the English city of Liverpool a week ago says it's a ""miracle"" he is alive.
<ul><li>Police declared the explosion a terro… [+1491 chars]",abc-news-au,ABC News (AU)
3,Heath Parkes-Hupton,"'Catastrophic event': Police seize cache of guns, bombs from property on Sydney's outskirts","Police say a doomsday prepper who allegedly amassed dozens of guns and 250kg of explosive material at his home on Sydney's outskirts put the community at risk of a ""catastrophic event"".",https://www.abc.net.au/news/2021-11-25/man-charged-after-police-seize-dozens-of-homemade-guns-bombs/100649708,https://live-production.wcms.abc-cdn.net.au/77c0498b3ebb47e0d5c1905d15822786?impolicy=wcms_crop_resize&cropH=1080&cropW=1920&xPos=0&yPos=0&width=862&height=485,2021-11-25T02:45:19Z,"Police say a doomsday prepper who allegedly amassed dozens of guns and 250 kilograms of explosive material at his home on Sydney's outskirts put the community at risk of a ""catastrophic event"".
<ul>… [+2290 chars]",abc-news-au,ABC News (AU)
4,Jane Norman,Daniel Andrews accuses PM of chasing votes of protesters who threatened him,Daniel Andrews accuses Prime Minister Scott Morrison of chasing the votes of fringe protesters who chanted violent threats against the Victorian Premier at the weekend.,https://www.abc.net.au/news/2021-11-19/daniel-andrews-accuses-scott-morrison-of-chasing-extremist-votes/100633268,https://live-production.wcms.abc-cdn.net.au/97b7da61007167c8076458a1e5bc22d8?impolicy=wcms_crop_resize&cropH=434&cropW=775&xPos=13&yPos=16&width=862&height=485,2021-11-18T22:54:29Z,"Victoria's Premier Daniel Andrews has unloaded on the Prime Minister, accusing him of ""chasing the votes of extremists"" after his comments about the Melbourne protests. 
Key points:
<ul><li>Mr Andr… [+3683 chars]",abc-news-au,ABC News (AU)
5,Danny Tran,Terror detectives charge Melbourne man with inciting protesters to make explosives,"Terror detectives charge a 36-year-old and a 22-year-old with incitement, as they investigate threats made against Victorian MPs who support the state's controversial pandemic legislation.",https://www.abc.net.au/news/2021-11-18/melbourne-man-charged-pandemic-bill-protest-inciting-explosives/100630316,https://live-production.wcms.abc-cdn.net.au/f9eb564322c4a4e5bc64895cf85fee35?impolicy=wcms_crop_resize&cropH=1688&cropW=3000&xPos=0&yPos=0&width=862&height=485,2021-11-18T02:34:55Z,"Terror detectives have charged a Melbourne man with inciting protesters to make explosives, as police continue to investigate threats against Victorian MPs who supported the state's controversial pan… [+1661 chars]",abc-news-au,ABC News (AU)
6,ABC News,Baldwin armourer's lawyer claims live bullet could have been slipped into box of dummy rounds,Lawyers representing the woman who loaded Alec Baldwin's gun claim an act of sabotage by disgruntled crew may have caused the shooting death of Halyna Hutchins last month.,https://www.abc.net.au/news/2021-11-04/lawyers-for-rust-armourer-say-ammunition-tampered-sabotaged-/100595870,https://live-production.wcms.abc-cdn.net.au/0acb8622eecb070cbdbb10733b428215?impolicy=wcms_crop_resize&cropH=576&cropW=1023&xPos=0&yPos=0&width=862&height=485,2021-11-04T08:28:36Z,"Lawyers representing the woman who loaded Alec Baldwin's gun say an act of ""sabotage"" by disgruntled crew members may have caused the fatal shooting on the set of Rust.
<ul><li>Lawyers for Hannah Gu… [+2716 chars]",abc-news-au,ABC News (AU)
7,Tobi Loftus,Court brings weapons charges against father of suspected murder victim Rene Latimore,"Terrence Eric Latimore, father of suspected murder victim Rene Latimore, has had charges of possessing weapons come before the Mackay Magistrate's Court.",https://www.abc.net.au/news/2021-11-17/court-brings-weapons-charges-against-terrence-eric-latimore/100627832,https://live-production.wcms.abc-cdn.net.au/fa974ec2987ad7e1325ff4f54c5636a0?impolicy=wcms_crop_resize&cropH=405&cropW=721&xPos=0&yPos=99&width=862&height=485,2021-11-17T08:07:15Z,"The father of suspected murder victim Rene Latimore has had charges of possessing weapons come before the Mackay Magistrate's Court.
<ul><li>Rene Latimore's father is facing court for alleged weapon… [+2955 chars]",abc-news-au,ABC News (AU)
