,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
0,"[{""@type"":""Person"",""name"":""Kelly Martinez"",""url"":""https://www.buzzfeed.com/kellymartinez"",""jobTitle"":""BuzzFeed Staff""}]","Here's What Happened In The Sydney Ghost Train Fire, Along With 16 Other Horrifying Theme Park Incidents",Never looking at the Matterhorn the same way again.View Entire Post ›,https://www.buzzfeed.com/kellymartinez/worst-theme-park-incidents-and-deaths,"https://img.buzzfeed.com/buzzfeed-static/static/2021-11/19/0/enhanced/7638ab0f5a73/original-3052-1637281561-16.jpg?crop=1246:652;4,0%26downsize=1250:*",2021-11-27T04:20:04Z,"Mirrorpix / Getty Images
Reports say her seatbelt was not fastened; however, it's unknown if she unbuckled it herself or if it malfunctioned on its own. This was the second death to occur on the Mat… [+89 chars]",buzzfeed,Buzzfeed
